ID,Positive,Negative,Tweet
1345932435872047104,,,รอฟังวาทกรรมประจำวันได้ครับว่าวันนี้จะแถลงไปทางไหน
1345930816623316993,,,สวัสดีค่า เธรดนี้เราจะมาเล่าผลกระทบของอาชีพลูกเรือกับเจ้าโควิดนะคะ เพื่อที่จะเป็นตัวช่วยในการตัดสินใจของคนที่อยากทำอาชีพนี้ค่ะ
1345930271191810049,,,รีวิวเปิดงานวันแรกปี ของกู คือต้องมานั่งทำงานกับเพื่อนร่วมงานที่เพิ่งกลับจากพื้นที่เสี่ยง ในออฟฟิศที่เปิดแอร์เย็นฉ่ำ ไปเลยจ้าอิ#โควิด
1345929833251917824,,,สอนเทรด ฟรี ด้วยเครื่องมือ เป็นตัวส่งสัญญาณในการเทรดให้ได้กำไรซึ่งเป็นเทรนด์ธุรกิจที่จะมาแรงในปี แอดไลน์
1345929440392409089,,,ประชาชนก็ไม่ต้องจ่ายภาษี เพราะว่า รัฐบาลชุดนี้เป็นภาระเหมือนกัน เป็นภาระมา ปี แล้วด้วย พวกใช้ปากทำงาน
1345928634922455041,,,เงินทางการเค้ามีอยู่นะ เพราะเพิ่งจะเริ่มปีงบประมาณ แต่เค้าจะใช้อย่างรู้คุณค่ามากกว่า
1345928297205493760,,,ต้องหยุดไว้ก่อนนะเชื่อโรคอื่น แค่นี้ก็อานแล้ว
1345927900592103424,,,ชุดคนตรวจ มาก มันต้องหยั่งงี้
1345927210088108033,,,ไม่มีประโยชน์ และ เป็นภาระของเงินภาษีประชาชนทั้งประเทศ
1345926796160614401,,,ใส่แมสตลอดเวลานะครับ ช่วงนี้ต้องเข้มทุกกระบวนท่าเลย
1345924754318868480,,,ห้ามขายทุกยี่ห้อเพื่อเอื้อประโยชน์ให้นายทุนจีน โดยไม่สนใจความปลอดภัยของคนชาติเดียวกัน
1345924180064096256,,,อย่าหลงเชื่อข่าวปลอม เตือนระวังพัสดุไปรษณีย์มีเชื้อโควิด
1345923635182125056,,,รับมือด้วย ประกัน &;&; ใครที่ยังไม่มีประกัน หรือ ประกันกำลังหมดอายุปี รับกรมธรรม์ภายใน ชั่วโมง บอกเลยต้องรีบ กดลิ้งค์ให้ไว การตรวจพบเชื้อ ค่าชดเชยรายวัน ภาวะโคม่า
1345923566630391808,,,ธันวาคม โควิด ไทยเริ่มผลิตวัคซีนโควิดในประเทศ
1345922442204594179,,,สงสัยว่าแอพไทยชนะนี้ช่วยอันใดบ้าง ไปทุกที่ แสกนทุกที่ แต่ พอมาอ่านทามไลน์คนติด คือยังไง บางที่อะ กุเคยไป แต่ไม่เห็นแอพจะแจ้งหรือตามตัวใดๆ งง อยากรู้ว่าแอพมันตามตัวคนที่ที่ไปยังที่นั้นบ้างยัง หรือเราใช้ไม่เป็นวะ
1345922035617210368,,,หมอดังเผย ขั้นตอนคุม โควิด ระบาดครั้งใหม่
1345920847580577793,,,บริษัทส่วนมาก เค้า ทุกวันรึยังนะคะ
1345920441408360449,,,มกราคม โควิดมหาชัยระบาดวันเดียวพุ่ง
1345920017393623040,,,เป็นไงล่ะครับเจอวลี..ไม่ใชัคำว่าล๊อกดาวน์จะได้ไม่ต้องชดเชย..มันไม่ใช่เกมส์นะครับ มันคือความเป็นอยู่ของประชาชนในประเทศ สนุกมั้ยครับกับการหาทางออกที่ไม่ต้องรับผิดชอบอ่ะไร แค่ปิดภาษานิดหน่อย. .ตบมือซิครับรออ่ะไร..มึงเก่ง
1345915411485736960,,,เช็กเลย ชลบุรีเปิดสถานที่เสี่ยงโควิด ใครไปแล้วมีอาการป่วยให้รีบกักตัวพบแพทย์
1345914422204616705,,,ทั่วโลกติดเชื้อโควิดพุ่งเกิน ล้านคนแล้ว ไทยติดเชื้อสะสม ราย
1345913384743538689,,,สนามกีฬายังไม่ปิด คนมาวิ่ง รำไทเก๊ก แอโรบิก แบบไม่ใส่หน้ากาก....... จะให้กูพูดอะไรอีก
1345912513406226433,,,กกท. ประกาศปิดสนามกีฬาทั้งหมดภายในสนามกีฬาหัวหมาก และสนามกีฬาส่วนภูมิภาค เปิดทางให้พนักงาน
1345912438449786881,,,ชูวิทย์ รู้ลึกแฉบ่อนภาคตะวันออกเงียบสงบแต่บ่อนภาคใต้กทม. เปิดไม่สนโควิด แซะ พล.ต.อ.วิษณุ หากจะเอาจริงเรื่องบ่อน ถามชูวิทย์ได้
1345909308521816066,,,ตอนนี้ กทม. อยู่ภายใต้ พรก.ฉุกเฉินปี แล้วใช่มั้ยคะ คนต่างชาติเขาไม่เข้าใจ สรุปต้องสั่งให้ มั้ย อยากให้ทางส่วนกลางรัฐบาลให้ข้อมูลภาษาอังกฤษด้วย ถึงจะมีสำนักข่าวแปล แต่เขาก็ต้องการประกาศที่ น่ะ
1345907427619684354,,,โครตจริงคนไปไม่มีรู้เท่าไหร่ ปกปิด แถมไม่มีการคลีน หยิบโน่นนี่ ของกินอีก ตัวแพร่เลย เนี่ย
1345907072265641984,,,ตกลงมันเดินทางข้ามจังหวัดได้มั้ยวะเนี่ย
1345906428180013057,,,เริ่มวันนี้ ประกันสังคม ให้ลูกจ้างยื่นขอรับสิทธิประโยชน์ว่างงานจากโควิด อ่านต่อ
1345905084173991936,,,กุเริ่มท้อแล้ว แม่ง สนใจแต่พรรคพวกของตัวเอง ประชาชนก็อยุ่ตามมีตามเกิด ออกมาพูดอะไรแต่ละอย่าง ไม่เคยมีให้ชื่นใจหรืออุ่นใจเลย ซ้ำร้ายยังมาบ่นว่า ปชช อีก นี่คือผู้นำประเทศ ผู้นำเสรี ผู้นำอิสสระ
1345905070714441728,,,สวัสดี . . . วันทำงาน ด้วยความระแวง มึงติดป่าววะ ....กุติดยังนะ
1345904886727147520,,,เริ่มวันนี้ เช็ค ขั้นตอน รับสิทธิว่างงาน โควิด ได้เงินภายใน วัน
1345901491584843776,,,เริ่มบังคับใช้แล้ววันนี้ มาตรการคุมเข้มรับมือวิกฤตโควิด
1345901128358055936,,,โควิทรอบที่แล้วให้อะไรอ่ะเหรอ โดนพักงานไปเดือน หายไปหมื่น กลับไปทำงานได้ทำงาน วันต่อวีค ได้เงินเดือน พันห้า คุณพี่คิดว่ามันพอไหม แล้วตอนนี้มาลุ้นอีกว่าจะเหมือนที่แล้ว
1345900645975347200,,,ราชกิจจานุเบกษา ประกาศ ข้อกำหนด หลังโควิดระบาดรอบใหม่
1345900372338987009,,,ค่าเทอมกูก็เสียภาษี ทำไมจะไม่ได้ ไอ้สวะศิลป์
1345899828887240704,,,เผยไทยเริ่มผลิต วัคซีนต้านโควิด แล้ว กำลังผลิตปีละ ล้านโดส เตรียมให้ อย.พิจารณาอนุมัติต่อ
1345899558904053761,,,สลิ่มตัวไหนยังเชียร์อีตู่อยู่ ก็ขอให้อดและแห้งตายไปเถอะนะ ล่าสุดเค้าเห็นมึงเป็นภาระแล้ว อีโง่
1345898549028950017,,,เปิดภาพฟิลม์เอกซเรย์ปอดผู้ป่วยโควิด รอบนี้คนไข้ไม่เหมือนเดิม
1345898424466427907,,,ถ้าใครยังไม่ตาสว่างกูก็ช่วยไม่ได้แล้วจริงๆ ทึงมันยิ่งกว่าบัวใต้ตม อิสัส
1345897712617627648,,,#ชัยนาท ประกาศผู้ที่ไป โลตัส สาขาชัยนาท วันที่ ธ.ค. เวลา ..น. รีบรายงานตัวกับ อสม.ในท้องที่ด่วน‼หลังคนขับแท็กซี่จากพัทยาป่วย
1345895242432610304,,,โหรบุศรินทร์ ผ่าดวงเมืองปี เราเตือนคุณล่วงหน้าก่อนใคร ผ่าน
1345893072601710592,,,ยังจำข่าวเมื่อปีที่แล้วได้อยู่เลย มีเด็กผูกคอตายเพราะขอให้แม่ซื้อโน๊ตบุ๊คให้เพื่อเรียนออนไลน์ แต่แม่บอกรอก่อนแม่ขอเก็บเงินก่อน หวังว่าปีนี้คงไม่มีเคสแบบนี้อีกนะ คือต้นทุนชีวิตของทุกคนมันมีไม่เท่ากันไง
1345891742063628288,,,นักวิทย์ทดลองประสิทธิภาพของหน้ากาก แบบ และพบ อันที่เสี่ยงติดเชื้อเพิ่มขึ้น
1345890951181422593,,,เหนื่อยกะประเทศนี้มาก...กรุว่านะ โลกแตกไปเหอะ...
1345889418452746240,,,ปืนตรวจไข้โง่ๆ แบบนี้พอเถอะ ยังไม่ทันเดินผ่านเลย บอกอุณหภูมิกูล่ะ แอปไทยชนะนั่นอีก เช็คอินแล้วทำเหี้ยไรได้ เตือนพื้นที่โควิดพวกกูได้ป่าว ก้อไม่ เอาไว้อ้างเบิกเงินค่าเซิฟเวอร์ค่าเขียนโปรแกรมแค่นั้นมั้ง อห
1345888901538353152,,,ตลาดแบบนี้ เป็นพื้นที่เปิด โล่งแจ้ง มึงจะไปปิดเค้าทำเหี้ยอะไร เค้าไม่ต้องทำมาหาแดกกันเหรอ มีสมองแค่สั่งปิด แต่เสือกได้เป็นผู้ว่าเป็นนายกเป็นเจ้าคนนายคน ควยยยยยยยยยยยยยย
1345888628820434944,,,แล้วกูเสียภาษีเพื่อเหี้ยอะไรวะ ในเมื่อสิ่งที่กูจ่ายให้รัฐตามหน้าที่แม่งไม่เคยได้คืน คนไทยจ่ายเงินให้รัฐฟรี ๆ มาตลอด แต่พอรัฐต้อง ต่อพลเมืองเสือกบอกไม่ใช่หน้าที่ให้ดูแลตัวเอง เงินภาษีที่พวกกูให้เพื่อดูแลประเทศแม่งไปไหน พ่องตายเหอะ
1345887888471298049,,,เคสสายพันธุ์ใหม่ ที่มาจากครอบครัวอังกฤษ คำถามคือเค้าฉีดแวคซีนก่อนมาหรือไม่ เพราะถ้าเค้าฉีดแล้ว ก็แปลว่า
1345885986824175620,,,เชื่อว่าสุดท้ายแล้วเรื่องก็จะเงียบเหมือนอย่างที่ผ่านๆมา เหมือนเดิม เพราะรัฐบาลไม่เคยสนใจอะไรเลย นอกจากนโยบายอุ้มนายทุน ผลประโยชน์ของตัวเองที่จะได้รับจากนายทุนเท่านั้น
1345882817188646913,,,#นนทบุรี สั่งปิดอาคารพาณิชย์ และ สถานประกอบการ รอบ
1345880227059175426,,,อยากทราบว่าเดินทางข้ามจังหวัดได้ไหมคะ จากกรุงเทพไปยังต่างจังหวัด ต้องมีเอกสารแนบไหมคะเช่นผลตรวจไรงี้ หรือว่ากลับได้เลย แล้วกักตัววัน
1345872932052946945,,,มกราคม โควิดตลาดกุ้งจ.สมุทรสาคร ครบกำหนดกักตัววัน
1345872042596343809,,,มกราคม โควิดระบาดหน้าหนาวประชาชนเดือดร้อนทหารมอบผ้าห่มกันหนาวพื้นที่ห่างไกล
1345858111731589122,,,กทม.สั่งปิดสถานที่ ประเภท หวังสกัดโควิดระบาดหนัก เริ่มบังคับใช้ตั้งแต่พรุ่งนี้ ม.ค.
1345818677074034688,,,ความผิดนายทุนที่พวกมึงอวยยังไงเล่า
1345811927239299073,,,ดวงตามวันเกิดประจำวัน มกราคม เป็นแนวทาง เพื่อรับทรัพย์ รับมือ และป้องกัน เท่านั้น ขอให้ทุกคนโชคดี เฮงๆรับทรัพย์ทุกคน สาธุ
1345811358143549441,,,แอบ ไทยชนะ จะ กว่านี้ถ้าให้ เฉพาะขาเข้าร้าน เพราะเมื่อไป ณ จุดใหม่ก็คือไม่อยู่ที่แรกแล้วปะ ควรเด้งออกจากที่แรกอัตโนมัติเลย เพราะคนชอบลืมสแกนออก แล้วคนมาใหม่ก็สแกนเข้าร้านไม่ได้เพราะระบบแจ้งว่า คนเต็ม ... สุดท้ายก็ อะไรไม่ได้
1345810729455128576,,,#ประกันโควิด มาแล้ว ประกันภัย มีให้เลือกหลาย บริษัทประกันฯ เบี้ยฯ เริ่มต้น เพียง . ความคุ้มครองสูงสุด บาท ทำออนไลน์ได้แล้วที่
1345806892489089024,,,ทุกการแพร่ระบาด สาเหตุมาจากรัฐบาลเฮงซวยทั้งนั้น
1345801221626621952,,,สถานที่อัตราการ ติดเชื้อโควิดน้อยที่สุด คือ
1345794281588412416,,,เริ่มพ.ร.ก.ฉุกเฉิน จังหวัด เวลา วันนี้ ม.ค. ก้คือห้ามเดินทางข้ามจังหวัด
1345790402356416514,,,ประเทศในยุโรปสั่งระงับไฟลท์จากอังกฤษตั้งแต่ก่อนคริสต์มาส ตามด้วยหลายประเทศทั่วโลก ในเอเชียมีฮ่องกง ฟิลิปปินส์ จีน หลายประเทศเค้าตื่นตัว ส่วนเรานั้นยังคง เชื้อมาเเล้วถึงจะพิจารณาระงับไฟลท์ ตามเคย
1345787396151906309,,,สาเหตุระบาดระลอกใหม่เกิดจากอะไร
1345784179405934592,,,พูดคำเดียว...เชี้ย...#โควิดกรุงเทพ
1345782283731517445,,,ผู้ป่วย โควิด ระลอกใหม่ ไม่เหมือนเดิม แม้ไม่มีอาการ แต่มีเชื้อสูงมาก พร้อมแพร่โรค
1345781806193287169,,,ขอสอบหน่อยจ้า คือเรามาส่งพ่อที่กรุงเทพ พรุ่งนี้เช้าเราจะเดินทางกลับอุบลราชธานีนี่ได้ไหม เขตพื้นที่ที่พ่ออยู่รามอินทรา พระยาสุเรนทร์
1345781798760894464,,,ถ้างั้นราษฏรควรเลิกเรียก เงินเดือนและยอดขาย รายรับต่างๆของ ตัวเองว่า รายได้ เพื่อไม่ให้ร้าบานเรียกเก็บภาษีได้
1345778857052307456,,,มาตรการการล็อกดาวน์พื้นที่เกาะล้าน การควบคุมโรคในเกาะล้าน ตั้งแต่วันที่ ถึง มกราคม ที่พักรีสอร์ทต่างๆขอให้เคลียร์นักท่องเที่ยวออกทั้งหมดภายในวันที่ มกราคม และงดรับนักท่องเที่ยวชุดต่อไปจนกว่าสถานการณ์คลี่คลาย
1345778265269518336,,,เจ้าของร้านชาบู ยันไม่มีทางปิดร้านแน่ ยอมโดนจับ แต่ไม่ยอมอดตาย
1345776899809710081,,,แจกสูตรขนมจีนที่แซ่บและ อร่อยที่สุดไว้ทำกินเองช่วงล็อคดาวน์
1345776877189750784,,,เบื่อมากตอนนี้ เจอเพื่อนไม่ได้ เจอผู้ชายไม่ได้อีก ชักว่าวจนมือสากแล้วสาส ยาวนานแน่นอน
1345776412041441281,,,#โควิดกรุงเทพ ก็เคยคิดว่าเป็นภูมิแพ้หรือโควิดแต่พอเห็นว่าไปร้านอาหารที่ผู้ป่วยติดเชื้อไปก็เริ่มคิดละจะติดปะวะ
1345776358832525312,,,เจอแล้ว อาหารเสริมที่เหมาะกับผม
1345774923730407429,,,มีใครพอรู้ไหมคะว่ามาตรการเดินทางข้ามจังหวัดนี่คือยังไง เอกสารใช้อะไรบ้าง คือเราอยู่กทมจะไปเที่ยวสุราษอาทิตย์หน้าๆ จองที่พักจองตั๋วตั้งแต่กย แล้วถ้าจะเลื่อนหรือยกมันแพงมากๆ ถ้ายังไปไปได้อยู่ไหมคะ
1345774379452354561,,,ล็อกดาวน์ที่ไม่ใช่ล็อกดาวน์
1345773198772588544,,,สำนักงานสาธารณสุขจังหวัด ศูนย์ข้อมูล
1345771460351037440,,,ถ้าประกาศปิดหน่วยงานของรัฐแล้ว ข้าราชการที่หยุดไม่ได้เงินเดือนบ้างจะมีใครยอมให้ปิดไหมครับ
1345771303354028035,,,เงินเดือนลุงอ่ะ เปนแสนเลยนร้าา ลืมไปรึเปล่าว่ามาจากภาษีปชช. ความสามารถไม่มี หัวเสียเป็นอย่างเดียว
1345770156132245507,,,คือจองตั๋วไปภูเก็ตปลายเดือนคือขึ้นเครื่องยังไปได้มะ ให้ประชาชนงดนี่คือเป็นการขอความร่วมมือแต่ไม่ได้ห้ามใช่มะ งดที่แปลว่ายังทำได้อยู่ป่ะ
1345769496309420034,,,เพียงเพราะผลประโยชน์ โรคจึงลามทั่วประเทศ
1345769245213216774,,,รายการแข่งขันกีฬายังจะจัดแข่งอีกเหรอ ถามจริง ล็อคดาวน์คนในประเทศแทบตาย แต่ยังอนุมัติให้จัดงานกีฬาในช่วงนี้ แล้วจะมีนักกีฬาคนไหนอยากเดินทางมา เสียงบประมาณไปกับเรื่องไม่เข้าท่าอีกแล้ว...
1345768242724233217,,,เราคิดว่ารัฐบาลพยายามจริงๆ แหละ แต่เป็นความพยายามที่อยู่กับที่ แก้เงื่อนที่ผูกไว้ไม่ได้สักที เสียเวลามาก ควรจะให้คนที่มีความสามารถเข้ามาจัดการได้เเล้ว… ประเทศจะได้ไปต่อแบบไม่เต่า
1345767110702583810,,,โควิดทำกูโง่หนักมาก จากที่กูโง่อยู่แล้ว
1345766419615473665,,,ตกลงกรุงเทพเดินทางไปตจว.ได้ไหม ;—;
1345766047723343872,,,ปีที่อยุ่ในอำนาจ ไม่ได้ขี้ตีนทักษิณเลย
1345764591268102144,,,คนอื่น...รีบไปตัดผม ไปซื้อของกินของใช้จำเป็นกักตุนไว้ ส่วนเรา ..........
1345764525434228739,,,ตอนนี้ใกล้จะเป็นละ ไม่ใช่โควิดนะ ....เป็นประสาท #โควิดวันนี้
1345764144230715392,,,สอบถามหน่อยค่ะ เดินทางกลับปทุมธานีจากภูเก็ต ด้วยเครื่องบินสามารถไปได้อยู่ใช่มั้ยคะ
1345763552510894081,,,ช่วงนี้ต้องเร่งทำคลิปให้พี่ ๆ น้อง ที่รักสุขภาพได้มีที่เต้น บางลานเขางดเพราะโควิด ครูคิมก็ต้องเร่งสร้างคลิปมาเรื่อย ๆ เพื่อให้พี่ ๆ ได้เต้นกัน ทั้งยูทูป ทั้งเฟสบุ๊ค ลุยกันไปยาว ๆ จ๊า
1345763119792984064,,,ขอบใจอีเจี๊ยบที่ลงมือด่ารัฐบ้าง ด้วยความโง่ของรัฐบาลคือการที่แก้ปัญหาที่ไม่เคยถูกจุดผลักภาระทุกอย่างให้ประชาชนตาดำๆ แล้วบอกว่าเราจะ สู้ไปด้วยกัน ตรงไหนหรออ พวกเราต้องดูแลตัวเองทุกอย่าง อห รอบที่แล้วเผาหลอกรอบนี้เผาจริงจ้าาา เอากะมัน
1345762952897392640,,,ด่วน ร้านน้องใหม่พลาซ่า ศูนย์ปฏิบัติการ กรุงเทพมหานคร เเจ้ง ผู้ป่วยรายที่ ของการระบาดรอบใหม่ ผู้ป่วยหญิง อาชีพไม่ระบุ สาเหตุมีเพื่อนอยู่ร้านน้องใหม่พลาซ่า ย่านปิ่นเกล้า ฝั่งธนบุรี
1345761167797411840,,,ด่วน ร้านน้องใหม่พลาซ่า ศูนย์ปฏิบัติการ กรุงเทพมหานคร เเจ้ง ผู้ป่วยรายที่ ของการระบาดรอบใหม่ ผู้ป่วยชาย อาชีพค้าขาย น้ำเต้าหู้ แถวห้างพาต้า ปิ่นเกล้า นั่งรถไฟฟ้าจากสถานีบางยี่ขันไปลงสถานีลาดพร้าว
1345760609271386113,,,พูดคุยกับผู้ป่วย เกิน นาที ระยะใกล้ ไม่สวมแมสก์ รู้ผลตรวจ คือติดโควิด แล้ว
1345760354945495042,,,รัฐฯจริงใจอะไรกับประชาชนในวันนี้
1345760044546097154,,,ล็อกดาวน์นำมาสู่การเยียวยา เพราะฉะนั้น จะไม่มีการเยียวยา เพราะเขายังไม่ได้ล็อกดาวน์
1345759886232014850,,,ด่วน เฝ้าระวังตลาดโบ๊เบ๊ ศูนย์ปฏิบัติการ กรุงเทพมหานคร เเจ้ง ผู้ป่วยรายที่ ของการระบาดรอบใหม่ ผู้ป่วยหญิง อาชีพขายเสื้อผ้าที่ตลาดโบ๊เบ๊ ไปสวดมนต์ที่โรงเจแถวตลาดพลู เล่นฟิตเนส ที่ตึกโบ๊เบ๊ทาวเวอร์ ชั้น
1345759258898403334,,,แนะนำให้ทุกคนเขียนโน้ต ของตัวเองทุกวันไว้เลย อย่าไปคิดว่าเผื่อเราติด แต่เพราะเราจะหยั่งรู้ได้ว่า วันๆนึงเราไปไหนมาบ้าง กันไว้ดีกว่าแก้ เริ่ม
1345759028564004865,,,คือเราเดินทางไปต่างจังหวัด และตอนนี้แพนิคมาก มีน้ำมูกและไอนิดหน่อย เราอยากไปตรวจมาก มีใครสามารถแนะนำโรงบาลที่รับตรวจโควิดบ้าง ค่าใช้จ่ายในการตรวจเท่าไร
1345759028526256129,,,เที่ยวเมืองไทย กระตุ้นศรษฐกิจไทย ค้นพบประสบการณ์สุดพิเศษกับโรงแรมชั้นนำที่พร้อมสู้ และ ฝ่าวิกฤติ
1345758859038625797,,,สอบถามค่ะ ในกรณีที่ตอนนี้เราอยู่ต่างจังหวัดที่ไม่ได้อยู่ในพรก.ฉุกเฉิน สัปดาห์หน้าที่บ้านเราจะไปส่งเราที่กรุงเทพและเดินทางกลับทันทีไม่มีค้างคืน แบบนี้สามารถทำได้มั้ยคะ หรือเราต้องมีหลักฐานอะไรมั้ยคะ
1345758330103291910,,,ด่วน ติดโควิดแล้วอาจทำให้ความจำเสื่อม ศูนย์ปฏิบัติการ กรุงเทพมหานคร เเจ้ง ผู้ป่วยรายที่ ของการระบาดรอบใหม่ ผู้ป่วยชาย ไปรับประทานอาหารที่ร้านศิลวัฒน์ซีฟู้ด ถนนสรรพาวุธ เขตบางนา กรุงเทพฯ
1345758293289889793,,,ประกาศพรก.ฉุกเฉิน พ.ศ. เริ่มใช้เวลา . น. วันที่ มกราคม . *ใช้กับจังหวัดที่เป็นพื้นที่ควบคุมสูงสุด จังหวัด ฉบับแปลง่ายๆ
1345757533143662592,,,งานนี้ชาวเน็ตจวกยับ เห็นแก่ตัว ภาระสังคม ปกปิดข้อมูล
1345755896530444289,,,เออมึงจริงมาก ไทม์ไลน์ของผู้ป่วย ติดโควิด ไม่มีใครบอกว่า เข้า เลยจ้า
1345755160451039233,,,ปีใหม่คนเดินทางออกจากสมุทรสาครเยอะมากๆ และแต่ละคนไม่ควบคุม ดูแลตัวเอง จัดเลี้ยงสังสรรปีใหม่กันสนุกสนาน หลังจากนี้คือ ติดเพิ่มขึ้นในหลายๆ จังหวัดแน่ๆ
1345754521528504320,,,ด่วน สวดมนต์ติดโควิด ศูนย์ปฏิบัติการ กรุงเทพมหานคร เเจ้ง ผู้ป่วยรายที่ ของการระบาดรอบใหม่ ผู้ป่วยหญิง อาชีพค้าขายของที่ตลาดโบ๊เบ๊ นั่งสวดมนต์ที่โรงเจ ซอยเทอดไท ย่านฝั่งธนบุรี กรุงเทพฯ
1345753780722126851,,,ตอนนี้เปิดเผย ทามไลน์แล้ว
1345752561857400832,,,ปั่นโพสให้ตายก็ไม่ได้เงินเยียวยา ส่วนคนสั่งนั่งกระดิกตีนเสวยสุขเงินเดือนเป็นแสนๆ นะ ไอโอ คิดดีๆ หยุดปั่นรบกวนคนจะติดตามข่าวเหอะ
1345751115506143233,,,ถ้าอนุมัติ จริง ออกมารับผิดชอบด้วยนะคะ ของเดิมชดเชย
1345750053978140674,,,ลดได้อีกนะคะถ้าใครสนใจ สภาพ แค่ลองครั้งเดียวเท่านั้น
1345747927088599045,,,คือจังหวัดที่เรามาไม่มีผู้ติดเชื้อ แต่เราต้องเข้ากทม.กลับไปทำงานวันที่ นี้ แล้วที่ประกาศมาล่าสุด เดินทางข้ามจังหวัดได้หรือไม่ได้อ่ะ ประกาศมันไม่ชัดเจนเลยอ่ะ สงสัย
1345747123661205506,,,ภาระ แล้วหน้าที่หล่ะคะ ว้อทททททททททท
1345746569967009792,,,ค่ะ การ์ดกูกูสูงเป็น จา พนม แล้ว
1345745680380223488,,,เปิดไทม์ไลน์ผู้ป่วยโควิด รายที่ กรุงเทพฯ บอกจำได้แค่ วัน แต่วันอื่น ๆ จำไม่ได้ออกไปไหนมาบ้าง
1345741959571202049,,,ดูทรงแล้วกูไม่น่าเป็น เพราะตอนกูใส่แมส กูยังได้กลิ่นปากตัวเองอยู่เลย
1345740515891847169,,,สำคัญคือ ตัวเรา ที่จะต่อสู้กับศึกโควิดรอบใหม่ นพ.ทวีศิลป์ วิษณุโยธิน
1345740012327895046,,,สมาคมธ.ไทยยืนยันว่า ธนบัตรที่ระลึก &; บาท สามารถใช้ซื้อของได้ และฝากเงินหรือแลกที่ธ.ได้ตามปกติ แต่ทำไมมีข่าวว่าห้างสรรพสินค้าชื่อดังก็ไม่รับแบงก์นี้ และธ.ก็ไม่รับฝากเงินด้วย ทำไมปชช.ต้องมาเจอปัญหาอะไรที่ไม่เข้าเรื่องแบบนี้ด้วย
1345739539646533632,,,เพิ่มวงเงินบัตรสวัสดิการฯ บาท เดือน รอรับได้เลย วงเงินค่าใช้จ่าย บาท ที่จะเพิ่มให้แก่ ผู้ถือบัตรสวัสดิการแห่งรัฐ ต่อเนื่อง เดือน ตั้งแต่เดือน ม.ค. มี.ค. เริ่มจ่าย ม.ค. นี้ นี้ไงยุคลุงตู่
1345739368363773953,,,ใครขึ้นรถตู้โดยสาร สายระยองบางนา เลขทะเบียน ตั้งแต่วันที่ ธ.ค. ให้รีบรายงานตัวกับหน่วยงานสาธารณสุข
1345738367124717569,,,เอ๊ะยังไง ทางการบอกไม่แวะ แต่คอนโดไล่ไทม์ไลน์กลับมีแวะ
1345737547188617216,,,เป็นเรื่องที่ดีของผู้ถือบัตรสวัสดิการแห่งรัฐ ครับ
1345735654886445056,,,ประกาศพรก.ฉุกเฉิน พ.ศ. เริ่มใช้เวลา . น. วันที่ มกราคม . ใช้กับจังหวัดที่เป็นพื้นที่ควบคุมสูงสุด จังหวัด อ่านข้อมูลเพิ่มเติม
1345735104010838016,,,สมกับฉายา นักกู้แห่งลุ่มน้ำเจ้าพระยา บิดาแห่งความเหลื่อมล้ำ แม้แต่การแก้ปัญหาโควิด เจ้าสัวต้องมาก่อน มีแต่สั่งปิดกิจการ แต่ไม่บอกว่าจะชดเชยอย่างไร
1345734926969126913,,,จะว่าไปผ่านมาละ ปี กรุงเทพยังไม่ได้เลือกตั้งผู้ว่าเลย อิหยังวะสาส
1345734453591588869,,,ไปถึงบ้านเด็กพิการซ้ำซ้อนแล้ว
1345733880297398272,,,ต.ค. ยังให้ข่าวว่าไทยจะลุ้นฉีดวัคซีนชาติแรกของโลก อยู่เลยนะครับ แต่ตอนนี้น่าจะเป็นปลายเดือน ก.พ. แต่ตอนนี้ ลาว และสิงคโปร์ ได้เริ่มต้นฉีดแล้ว ในขณะที่อินโดคาดว่าจะเป็น มี.ค.
1345733150325006340,,,ราชกิจจาออก ข้อกำหนด ร้านอาหารจำกัดคนนั่งซื้อกลับบ้าน ส่วนห้างร้านสะดวกซื้อเปิดตามเวลาปกติ ประชาชนที่จำเป็นเดินทางข้ามจว.ได้ เริ่ม โมงเช้าพรุ่งนี้ นายกฯ ลงนามคำสั่งศบค.กำหนด จว.เป็นพื้นที่ควบคุมสูงสุด
1345730976886837249,,,เมื่อเดือนมิ.ย. ปีที่แล้ว มีข่าวปลดทหาร กรรมการสนามมวย พล.ต. ราชิต อรุณรังษี ที่ทำให้
1345729749356666881,,,วันนี้หมอทวีสินยอมรับแล้วว่าไม่เรียกว่าล็อกดาวน์เพราะถ้าเรียก รัฐจะต้องจ่ายค่าชดเชย ชัดแล้วนะครับว่าตัวใครตัวมัน
1345727717866491905,,,อย่าให้ต้องพูดว่าใครคือ ภาระภาษี ที่แท้ทรู
1345727613952794625,,,เปิดไทม์ไลน์ นศ.สาว ติดโควิดรายที่ ของ กทม. มีไปงานรับปริญญา ม.ดัง เข้าร้านเหล้าย่านรังสิต ไปเดินห้าง เข้าวัด และไปบ้านเด็กตาบอดพิการซ้ำซ้อน
1345726450503041024,,,คนไทยมันจะไม่ตายเพราะโควิดหรอก แต่จะตายเพราะรัฐบาลเหี้ยบริหารมากกว่า
